Index,Process,Time,Temp,Current,Date
1,1,오후 4:27:45.0,75.13914228339809,1.491,2021-10-18
2,1,오후 4:27:50.0,74.66042141558682,1.562,2021-10-18
3,1,오후 4:27:55.0,77.1776601448583,1.701,2021-10-18
4,1,오후 4:28:00.0,77.58643440551927,1.691,2021-10-18
5,1,오후 4:28:05.0,76.87710395778115,1.748,2021-10-18
6,1,오후 4:28:10.0,76.01353466824737,1.758,2021-10-18
7,1,오후 4:28:15.0,72.13914228339809,1.741,2021-10-18
8,1,오후 4:28:20.0,73.66042141558682,1.722,2021-10-18
9,1,오후 4:28:25.0,72.1776601448583,1.633,2021-10-18
10,1,오후 4:28:30.0,75.58643440551927,1.668,2021-10-18
11,1,오후 4:28:35.0,73.87710395778115,1.634,2021-10-18
12,1,오후 4:28:40.0,74.01353466824737,1.712,2021-10-18
13,1,오후 4:28:45.0,71.20403500015834,1.673,2021-10-18
14,1,오후 4:28:50.0,71.87178422074807,1.676,2021-10-18
15,1,오후 4:28:55.0,72.49957940787253,1.611,2021-10-18
16,1,오후 4:29:00.0,70.86391347156295,1.627,2021-10-18
17,1,오후 4:29:05.0,72.9081485396546,1.642,2021-10-18
18,1,오후 4:29:10.0,73.66209655792429,1.604,2021-10-18
19,1,오후 4:29:15.0,70.13914228339809,1.65,2021-10-18
20,1,오후 4:29:20.1,68.66042141558682,1.668,2021-10-18
21,1,오후 4:29:25.1,70.1776601448583,1.587,2021-10-18
22,1,오후 4:29:30.1,69.58643440551927,1.554,2021-10-18
23,1,오후 4:29:35.1,72.87710395778115,1.588,2021-10-18
24,1,오후 4:29:40.1,73.01353466824737,1.575,2021-10-18
25,1,오후 4:29:45.1,66.00784572726687,1.65,2021-10-18
26,1,오후 4:29:50.1,67.11937724252256,1.653,2021-10-18
27,1,오후 4:29:55.1,69.12181233844662,1.494,2021-10-18
28,1,오후 4:30:00.1,68.06197573575812,1.519,2021-10-18
29,1,오후 4:30:05.1,69.0864964282445,1.564,2021-10-18
30,1,오후 4:30:10.1,67.25677527359753,1.54,2021-10-18
31,1,오후 4:30:15.1,67.13914228339809,1.563,2021-10-18
32,1,오후 4:30:20.1,66.66042141558682,1.522,2021-10-18
33,1,오후 4:30:25.1,66.1776601448583,1.52,2021-10-18
34,1,오후 4:30:30.1,66.58643440551927,1.509,2021-10-18
35,1,오후 4:30:35.1,65.87710395778115,1.497,2021-10-18
36,1,오후 4:30:40.1,66.01353466824737,1.507,2021-10-18
37,2,오후 4:31:07.7,75.08489761472396,1.491,2021-10-18
38,2,오후 4:31:12.7,73.47081535284565,1.494,2021-10-18
39,2,오후 4:31:17.7,75.84317473479867,1.7,2021-10-18
40,2,오후 4:31:22.7,76.18546553761685,1.664,2021-10-18
41,2,오후 4:31:27.7,74.55671042933152,1.717,2021-10-18
42,2,오후 4:31:32.8,75.93957562396797,1.725,2021-10-18
43,2,오후 4:31:37.8,74.20403500015834,1.688,2021-10-18
44,2,오후 4:31:42.8,72.87178422074807,1.72,2021-10-18
45,2,오후 4:31:47.8,74.49957940787253,1.68,2021-10-18
46,2,오후 4:31:52.8,73.86391347156295,1.65,2021-10-18
47,2,오후 4:31:57.8,75.9081485396546,1.687,2021-10-18
48,2,오후 4:32:02.8,75.66209655792429,1.672,2021-10-18
49,2,오후 4:32:07.8,70.01093857044455,1.719,2021-10-18
50,2,오후 4:32:12.8,71.19333628680197,1.713,2021-10-18
51,2,오후 4:32:17.8,69.28386418628695,1.585,2021-10-18
52,2,오후 4:32:22.8,69.3394548018018,1.612,2021-10-18
53,2,오후 4:32:27.8,70.49933688835523,1.569,2021-10-18
54,2,오후 4:32:32.8,71.81608582210924,1.569,2021-10-18
55,2,오후 4:32:37.8,68.08489761472396,1.596,2021-10-18
56,2,오후 4:32:42.8,71.47081535284565,1.625,2021-10-18
57,2,오후 4:32:47.8,71.84317473479867,1.541,2021-10-18
58,2,오후 4:32:52.8,69.18546553761685,1.618,2021-10-18
59,2,오후 4:32:57.8,70.55671042933152,1.627,2021-10-18
60,2,오후 4:33:02.8,72.93957562396797,1.566,2021-10-18
61,2,오후 4:33:07.8,66.20403500015834,1.597,2021-10-18
62,2,오후 4:33:12.8,67.87178422074807,1.651,2021-10-18
63,2,오후 4:33:17.8,68.49957940787253,1.498,2021-10-18
64,2,오후 4:33:22.9,69.86391347156295,1.536,2021-10-18
65,2,오후 4:33:27.9,70.9081485396546,1.551,2021-10-18
